fighter_id,height,weight,reach,stance,dob,url
3970,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",http://ufcstats.com/fighter-details/f5431394fb284bb9
3971,"5' 10""",145 lbs.,"69""",Orthodox,"Feb 13, 1998",http://ufcstats.com/fighter-details/b47c9ea5f2895d6e
3972,"6' 5""",265 lbs.,--,Orthodox,"Feb 13, 1992",http://ufcstats.com/fighter-details/5bb70ebd65075c5c
3973,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",http://ufcstats.com/fighter-details/7ff97850e8c32bda
3974,"5' 7""",145 lbs.,--,Orthodox,"Nov 18, 1986",http://ufcstats.com/fighter-details/86061eaba822bfea
3975,"6' 1""",242 lbs.,--,,"Feb 13, 1982",http://ufcstats.com/fighter-details/de9e331b3e6bae70
3976,"6' 7""",258 lbs.,"83""",Orthodox,"Dec 07, 1999",http://ufcstats.com/fighter-details/17923f676f100e16
3977,"6' 2""",233 lbs.,--,Orthodox,"Feb 07, 1965",http://ufcstats.com/fighter-details/1dab0d1d81dd06db
3978,"5' 4""",125 lbs.,"63""",Orthodox,"Jan 31, 1997",http://ufcstats.com/fighter-details/7d0a1968b38ca439
3979,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1989",http://ufcstats.com/fighter-details/87911d22a79d3203
3980,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/61d6368013f8637f
3981,"5' 8""",170 lbs.,--,Southpaw,"May 10, 1978",http://ufcstats.com/fighter-details/b9aa0024f295609e
3982,"6' 1""",185 lbs.,--,Southpaw,"Jan 09, 1978",http://ufcstats.com/fighter-details/4123fd4dcc1fe937
3983,"5' 10""",170 lbs.,--,Orthodox,"Mar 16, 1981",http://ufcstats.com/fighter-details/5befa793316d3469
3984,"6' 2""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/60f86c449cd31e23
3985,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",http://ufcstats.com/fighter-details/2747c60e42d9d75f
3986,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",http://ufcstats.com/fighter-details/fbf0537e420e698e
3987,"5' 7""",135 lbs.,--,Southpaw,"Aug 29, 1987",http://ufcstats.com/fighter-details/d34636a85f0f4c90
3988,"5' 10""",185 lbs.,--,Orthodox,"Aug 18, 1975",http://ufcstats.com/fighter-details/f0264252e191da22
3989,"5' 4""",115 lbs.,"67""",Orthodox,"Nov 20, 1995",http://ufcstats.com/fighter-details/545092d13c67aa49
3990,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",http://ufcstats.com/fighter-details/638cfec7ec559d6e
3991,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",http://ufcstats.com/fighter-details/34f88592c0ab7a54
3992,--,185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/ca936c67687789e9
3993,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",http://ufcstats.com/fighter-details/30a09e43f15f1d75
3994,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 23, 1999",http://ufcstats.com/fighter-details/ed7d329d7c29428d
3995,"5' 9""",155 lbs.,--,Orthodox,"Sep 28, 1976",http://ufcstats.com/fighter-details/40a604761ca7d64d
3996,"6' 0""",170 lbs.,--,Orthodox,"Nov 05, 1984",http://ufcstats.com/fighter-details/b732b326c362fb62
3997,"5' 9""",135 lbs.,--,Orthodox,"Mar 27, 1981",http://ufcstats.com/fighter-details/319c15b8aac5bfde
3998,"5' 10""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/2b33e57c4d0a4502
3999,"5' 8""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/ed5f04f833459877
4000,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",http://ufcstats.com/fighter-details/7d3caf0f96f1b33d
4001,"6' 5""",265 lbs.,--,Orthodox,"Dec 16, 1978",http://ufcstats.com/fighter-details/9e30f69cc0869301
4002,"6' 1""",242 lbs.,"75""",Orthodox,"Jan 02, 1980",http://ufcstats.com/fighter-details/dcdd511ff757f15c
4003,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",http://ufcstats.com/fighter-details/4a28cb716c19157a
4004,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",http://ufcstats.com/fighter-details/a566371ba2ad7152
4005,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",http://ufcstats.com/fighter-details/fea8acf9bfcf09ec
4006,"6' 0""",170 lbs.,--,,"May 24, 1984",http://ufcstats.com/fighter-details/083e15da67d9b0fa
4007,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/3848cd6cac73e091
4008,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",http://ufcstats.com/fighter-details/75e5fec9f72910ef
4009,"5' 9""",155 lbs.,--,,"Feb 01, 1982",http://ufcstats.com/fighter-details/1d1b85389a05df69
4010,"5' 6""",125 lbs.,--,Orthodox,"May 17, 1988",http://ufcstats.com/fighter-details/9eb069062a0cfc13
4011,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",http://ufcstats.com/fighter-details/9ce6d5a03af801b7
4012,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/7b461ccae8270207
4013,"5' 4""",125 lbs.,"66""",Switch,"Feb 09, 2000",http://ufcstats.com/fighter-details/c830bc2eb134b646
4014,"6' 1""",185 lbs.,"77""",Orthodox,"May 17, 1988",http://ufcstats.com/fighter-details/0112352cb32f5026
4015,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/57481f1f10530c61
4016,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 20, 2003",http://ufcstats.com/fighter-details/d6a8edb7410223a0
4017,"6' 0""",185 lbs.,--,Switch,"Nov 30, 1987",http://ufcstats.com/fighter-details/274ca7b799b402cc
4018,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",http://ufcstats.com/fighter-details/866fd7b1a6c90e7f
4019,"6' 4""",205 lbs.,"76""",Orthodox,"Jun 30, 1990",http://ufcstats.com/fighter-details/3e8118c1ab52f211
4020,"5' 7""",135 lbs.,--,Orthodox,"Aug 22, 1977",http://ufcstats.com/fighter-details/2d5fbe2103f97053
4021,"5' 10""",185 lbs.,--,,"Feb 17, 1990",http://ufcstats.com/fighter-details/679ae8c4fd022c6b
4022,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",http://ufcstats.com/fighter-details/c4af2feb4b58bc3b
4023,"5' 4""",115 lbs.,"59""",Southpaw,"Dec 05, 1993",http://ufcstats.com/fighter-details/19f8a2f6eecd92ac
4024,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983",http://ufcstats.com/fighter-details/8e893f269d5696b2
4025,"5' 9""",220 lbs.,--,Orthodox,"Aug 24, 1968",http://ufcstats.com/fighter-details/d10b35152277cf98
4026,"5' 8""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/9de7c97e1c0d7927
4027,--,--,--,,--,http://ufcstats.com/fighter-details/5ee87e0432205755
4028,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 21, 1997",http://ufcstats.com/fighter-details/54f64b5e283b0ce7
4029,"5' 7""",135 lbs.,"68""",Orthodox,"Jan 28, 1996",http://ufcstats.com/fighter-details/4a6dff1b260bcf61
4030,"5' 8""",170 lbs.,--,Orthodox,"Jul 31, 1978",http://ufcstats.com/fighter-details/918d9d89d4d52acc
4031,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981",http://ufcstats.com/fighter-details/33b2f68ef95252e0
4032,"5' 7""",155 lbs.,--,Orthodox,"Aug 13, 1975",http://ufcstats.com/fighter-details/cce79e827569f26e
4033,--,125 lbs.,--,,--,http://ufcstats.com/fighter-details/1ff10dee2f7ae60c
4034,"5' 10""",145 lbs.,--,Orthodox,"May 29, 1988",http://ufcstats.com/fighter-details/e4e0f310b3cf23a8
4035,"5' 10""",170 lbs.,--,,"Oct 29, 1982",http://ufcstats.com/fighter-details/e175a261a280f7cb
4036,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992",http://ufcstats.com/fighter-details/d2036f31c035e0d1
4037,"5' 6""",135 lbs.,"69""",Orthodox,"Jan 06, 1997",http://ufcstats.com/fighter-details/971aebf56267de20
4038,"5' 10""",155 lbs.,"73""",Switch,"Mar 25, 1995",http://ufcstats.com/fighter-details/2e7878927067fdca
4039,"5' 7""",145 lbs.,"66""",Southpaw,"Oct 19, 1997",http://ufcstats.com/fighter-details/01762e1d4ff4dc51
4040,"5' 7""",135 lbs.,"70""",Orthodox,"Apr 26, 1995",http://ufcstats.com/fighter-details/c8d46028907bcece
4041,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989",http://ufcstats.com/fighter-details/cbf1c7ba5408a66f
4042,"6' 3""",205 lbs.,"79""",Orthodox,"May 11, 1986",http://ufcstats.com/fighter-details/3f7dab21b6c971bc
4043,"5' 11""",195 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/04076783ca83d6ae
4044,"6' 3""",235 lbs.,--,,"May 09, 1993",http://ufcstats.com/fighter-details/ff2ec83f44000f78
4045,"6' 3""",227 lbs.,--,Orthodox,"Sep 16, 1968",http://ufcstats.com/fighter-details/20ec0061400178ca
4046,--,155 lbs.,--,,"Apr 11, 1983",http://ufcstats.com/fighter-details/008cf84faae9c7a5
4047,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/73abb7a5c57fb443
4048,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",http://ufcstats.com/fighter-details/97a6bbe6e6566a94
4049,"5' 11""",170 lbs.,--,Switch,"Jun 10, 1993",http://ufcstats.com/fighter-details/0cf9f5518d6063bb
4050,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d
4051,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978",http://ufcstats.com/fighter-details/a8283a4f415e1eb9
4052,"5' 11""",165 lbs.,--,,"Aug 23, 1979",http://ufcstats.com/fighter-details/cb1c09c8126dbee0
4053,"5' 11""",145 lbs.,"71""",Orthodox,"Dec 31, 1991",http://ufcstats.com/fighter-details/5bf31a46becc1204
4054,"6' 6""",185 lbs.,"79""",Orthodox,"Dec 06, 1990",http://ufcstats.com/fighter-details/6d48a2df51749d91
4055,"6' 2""",185 lbs.,--,Orthodox,"Jan 25, 1983",http://ufcstats.com/fighter-details/8abf70f79e9e27c2
4056,"5' 5""",125 lbs.,--,,--,http://ufcstats.com/fighter-details/cc18abc046b382c9
4057,"5' 9""",155 lbs.,--,,"Jan 01, 1982",http://ufcstats.com/fighter-details/e6b233a007cb06c4
4058,"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983",http://ufcstats.com/fighter-details/e14b5aa06eea9653
4059,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",http://ufcstats.com/fighter-details/eae48ff31db420c2
4060,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 2002",http://ufcstats.com/fighter-details/2f43a3e82661fa99
4061,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",http://ufcstats.com/fighter-details/df05aa15b2d66f57
4062,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984",http://ufcstats.com/fighter-details/53ec9cb470e1a4ea
4063,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",http://ufcstats.com/fighter-details/da816417a579a0bd
4064,"5' 7""",135 lbs.,--,Orthodox,"Apr 17, 1986",http://ufcstats.com/fighter-details/1ed32eaaba9ffe10
4065,"6' 2""",250 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/b9aa7d230865b5fe
4066,"6' 0""",135 lbs.,--,,--,http://ufcstats.com/fighter-details/63f8775391301891
4067,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",http://ufcstats.com/fighter-details/c62fbc117d57b943
4068,"5' 8""",155 lbs.,"68""",Orthodox,"Jan 15, 1991",http://ufcstats.com/fighter-details/aceffa19749c4dc0
4069,"6' 0""",430 lbs.,--,Orthodox,"Jun 14, 1969",http://ufcstats.com/fighter-details/96eff1a628adcc7f
4070,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994",http://ufcstats.com/fighter-details/9384e71bca6c409d
4071,"5' 7""",125 lbs.,"71""",Orthodox,"Mar 22, 1998",http://ufcstats.com/fighter-details/17cb6d8e8187f304
4072,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",http://ufcstats.com/fighter-details/ff6a1f63c254127e
4073,"5' 9""",135 lbs.,"71""",Orthodox,"Jun 05, 1993",http://ufcstats.com/fighter-details/cd3d7e37ff2d679c
4074,"6' 4""",205 lbs.,"78""",Orthodox,"Jun 10, 1996",http://ufcstats.com/fighter-details/82529ce93cd9a2cf
4075,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 22, 1996",http://ufcstats.com/fighter-details/4dcfb28c011c11b2
4076,"6' 2""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/56f4b81ec4db61af
4077,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",http://ufcstats.com/fighter-details/4d8fa64202cee4c1
4078,"5' 9""",155 lbs.,--,Orthodox,"Sep 25, 1990",http://ufcstats.com/fighter-details/885adaff8fe15cf7
4079,"6' 3""",246 lbs.,"78""",Orthodox,"Nov 09, 1985",http://ufcstats.com/fighter-details/c9cf753cfdf77fc2
4080,"5' 9""",135 lbs.,"73""",Orthodox,"Aug 16, 1995",http://ufcstats.com/fighter-details/cb680d85b84cbfd9
4081,"5' 5""",125 lbs.,"68""",Southpaw,"Sep 30, 2002",http://ufcstats.com/fighter-details/1d76f07ffdd765c2
4082,"6' 3""",185 lbs.,--,Orthodox,"Aug 08, 1984",http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d
4083,"5' 11""",180 lbs.,--,Southpaw,"Apr 17, 1976",http://ufcstats.com/fighter-details/bcd124bcd3d5be46
4084,"5' 11""",170 lbs.,--,,"Aug 04, 1985",http://ufcstats.com/fighter-details/10ccf4ec9913cadc
4085,"6' 0""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/4a1a492f299581d9
4086,"5' 7""",125 lbs.,"70""",Southpaw,"Aug 07, 1991",http://ufcstats.com/fighter-details/f00ac08ab056af5d
4087,"6' 4""",205 lbs.,"77""",Orthodox,"Nov 07, 1990",http://ufcstats.com/fighter-details/9014c02eff8b3d62
4088,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982",http://ufcstats.com/fighter-details/7a39bbac8cc0fa70
4089,--,160 lbs.,--,,--,http://ufcstats.com/fighter-details/4793a2d90f5ab8ae
4090,"6' 2""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/1e310618d02ff93b
4091,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",http://ufcstats.com/fighter-details/eb1723480fa2f96c
4092,"5' 9""",165 lbs.,--,,"Jun 20, 1981",http://ufcstats.com/fighter-details/58258914525740a5
4093,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 22, 1994",http://ufcstats.com/fighter-details/5e23f30e9c6ed74e
4094,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",http://ufcstats.com/fighter-details/4b8fb0453a596b8e
4095,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993",http://ufcstats.com/fighter-details/47fcdcaccb58ca80
4096,"6' 3""",170 lbs.,"75""",Orthodox,"Apr 05, 1996",http://ufcstats.com/fighter-details/b12fb759e02378de
4097,"6' 1""",265 lbs.,"74""",Orthodox,"Feb 18, 1997",http://ufcstats.com/fighter-details/4252b09f0c8c4472
4098,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985",http://ufcstats.com/fighter-details/e78c4c3d329c531b
4099,"5' 5""",125 lbs.,--,Southpaw,"Sep 08, 1976",http://ufcstats.com/fighter-details/c34e5849184b08c3
4100,"5' 9""",155 lbs.,"70""",Orthodox,"May 08, 2000",http://ufcstats.com/fighter-details/fe30c5f5cc3e028b
4101,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
4102,"6' 2""",239 lbs.,"79""",Orthodox,"Apr 01, 1989",http://ufcstats.com/fighter-details/da7f113b5ea39c43
4103,"5' 6""",125 lbs.,"65""",Orthodox,"Oct 15, 1979",http://ufcstats.com/fighter-details/6546af7ab545b90c
4104,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983",http://ufcstats.com/fighter-details/54578e5927adea53
4105,--,125 lbs.,--,Orthodox,"Jun 27, 1998",http://ufcstats.com/fighter-details/0d1190beced94f7c
4106,"6' 1""",205 lbs.,"75""",Orthodox,"Apr 04, 1991",http://ufcstats.com/fighter-details/43e549b803ec7375
4107,"6' 0""",200 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/fc1868f56d3036eb
4108,"5' 9""",155 lbs.,"72""",Orthodox,"Jan 16, 1992",http://ufcstats.com/fighter-details/cda1099995b46cc2
4109,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974",http://ufcstats.com/fighter-details/8a0be41c0380188d
4110,"6' 2""",185 lbs.,"77""",Orthodox,"Mar 31, 1995",http://ufcstats.com/fighter-details/0cd0456d6029cec2
4111,"5' 10""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/de277a4abcfeea46
4112,"6' 2""",185 lbs.,"77""",Orthodox,"Nov 17, 1992",http://ufcstats.com/fighter-details/45b82ebf0b9e0fd2
4113,--,170 lbs.,--,,"Feb 09, 1994",http://ufcstats.com/fighter-details/078695e385ec2f57
4114,"5' 6""",135 lbs.,"67""",Orthodox,"Jan 19, 1990",http://ufcstats.com/fighter-details/45e738622ea2c02c
4115,"6' 0""",205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/663b76da637402c3
4116,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/2a898bf9fb7710b3
4117,"5' 7""",145 lbs.,"68""",Switch,"Dec 08, 2001",http://ufcstats.com/fighter-details/239d8e5359022f3b
4118,"5' 8""",155 lbs.,"70""",Orthodox,"Apr 08, 1978",http://ufcstats.com/fighter-details/c295de4e10acd4c9
4119,"5' 5""",125 lbs.,"65""",Orthodox,"Oct 10, 2001",http://ufcstats.com/fighter-details/17e97649403ba428
4120,"6' 2""",205 lbs.,--,Switch,"Jun 20, 1965",http://ufcstats.com/fighter-details/2ee09ec2a0695eb9
4121,"6' 5""",205 lbs.,--,,"Jun 12, 1986",http://ufcstats.com/fighter-details/7b39035fae7268b8
4122,"5' 10""",190 lbs.,--,Orthodox,"Jan 25, 1943",http://ufcstats.com/fighter-details/23ab42947c1990e3
4123,"6' 1""",240 lbs.,--,Southpaw,"Mar 05, 1972",http://ufcstats.com/fighter-details/02177caefe7c07d4
4124,--,185 lbs.,--,,"Jun 11, 1993",http://ufcstats.com/fighter-details/f6bbc6ba4f06ad60
4125,"6' 2""",155 lbs.,"74""",Switch,"Apr 27, 1993",http://ufcstats.com/fighter-details/87e2468b986ebb79
4126,"6' 0""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/26d61e92a6069cd2
4127,"6' 4""",265 lbs.,"80""",Orthodox,"May 12, 1992",http://ufcstats.com/fighter-details/2b68d9f125d07b42
4128,"5' 11""",170 lbs.,"74""",Orthodox,"Mar 21, 1990",http://ufcstats.com/fighter-details/32c3ee378671a5d9
4129,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",http://ufcstats.com/fighter-details/f9b200db02b488d9
4130,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994",http://ufcstats.com/fighter-details/4d5197f331c47290
4131,"6' 8""",300 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9
4132,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 15, 1985",http://ufcstats.com/fighter-details/ec18eb918121787c
4133,"5' 8""",155 lbs.,"71""",Orthodox,"Oct 12, 1984",http://ufcstats.com/fighter-details/a54fc2d6fc224dc3
4134,"6' 0""",185 lbs.,--,Orthodox,"Mar 23, 1986",http://ufcstats.com/fighter-details/d6d5da3c209884bc
4135,"6' 4""",205 lbs.,--,,"Jun 03, 1983",http://ufcstats.com/fighter-details/a148dfe3485be79d
4136,"5' 6""",155 lbs.,--,,"Dec 02, 1983",http://ufcstats.com/fighter-details/61428ed51f5ff465
4137,"6' 4""",197 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/4679a38cced7c64a
4138,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977",http://ufcstats.com/fighter-details/be5cfd73617a5b1a
4139,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993",http://ufcstats.com/fighter-details/8d4d25fd9218860b
4140,"5' 11""",155 lbs.,--,Orthodox,"May 31, 1981",http://ufcstats.com/fighter-details/5731cc327790b731
4141,"6' 0""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/d35c3ed553b71fa2
4142,"5' 9""",135 lbs.,--,Orthodox,"May 21, 1995",http://ufcstats.com/fighter-details/93c9897f0f9f5dab
4143,"6' 2""",265 lbs.,"70""",Southpaw,"Sep 23, 1993",http://ufcstats.com/fighter-details/34a81ebbce32b06b
4144,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",http://ufcstats.com/fighter-details/0ff11cc094e887bc
4145,"5' 5""",145 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/09c44b317c98bf96
4146,"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988",http://ufcstats.com/fighter-details/fcce75a25c14a804
4147,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985",http://ufcstats.com/fighter-details/d23ccf4a6c221284
4148,"5' 8""",155 lbs.,"73""",Orthodox,"Jan 16, 1996",http://ufcstats.com/fighter-details/2f1a257d6777096d
4149,"6' 1""",195 lbs.,--,Orthodox,"Mar 09, 1971",http://ufcstats.com/fighter-details/602bb270f2bdbf02
4150,"5' 11""",185 lbs.,--,,"Nov 17, 1972",http://ufcstats.com/fighter-details/6e62bb64f7cc5026
4151,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 10, 1977",http://ufcstats.com/fighter-details/fa315e6c77eee106
4152,"5' 7""",135 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/df0a1c1e11ad199b
4153,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",http://ufcstats.com/fighter-details/7c7332319c14094c
4154,"5' 6""",135 lbs.,"69""",Orthodox,"Nov 05, 1987",http://ufcstats.com/fighter-details/07f959e6596307bb
4155,"5' 4""",115 lbs.,"64""",Orthodox,"Jan 12, 1995",http://ufcstats.com/fighter-details/d6f58b8cd1a6ff52
4156,"5' 11""",199 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/2b1587a3376ab743
4157,"5' 7""",155 lbs.,--,Orthodox,"Nov 09, 1977",http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5
4158,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 22, 1989",http://ufcstats.com/fighter-details/0f1efce7d2571d10
4159,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 18, 1991",http://ufcstats.com/fighter-details/077e3ace32b72be9
4160,"6' 1""",170 lbs.,--,Orthodox,"Aug 03, 1973",http://ufcstats.com/fighter-details/c24b1db4b809d41b
4161,"6' 3""",265 lbs.,--,Southpaw,"Jul 26, 1977",http://ufcstats.com/fighter-details/13a0fb8fbdafb54f
4162,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",http://ufcstats.com/fighter-details/7acbb0972e75281a
4163,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",http://ufcstats.com/fighter-details/f95381efb3051d81
4164,"6' 4""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/393b8e03fb410a78
4165,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",http://ufcstats.com/fighter-details/9673a497a9da119a
4166,--,205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/744f50016c39c26c
4167,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987",http://ufcstats.com/fighter-details/6256b2b1562cb8e1
4168,"5' 6""",135 lbs.,"68""",Orthodox,"Jul 27, 1998",http://ufcstats.com/fighter-details/4f3064faf17aa711
4169,"6' 3""",205 lbs.,"79""",Orthodox,"May 06, 1994",http://ufcstats.com/fighter-details/024158997e7c5829
4170,"6' 0""",145 lbs.,--,Orthodox,"Oct 04, 1978",http://ufcstats.com/fighter-details/7cf20446453f852b
4171,"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982",http://ufcstats.com/fighter-details/f9081770e28ea2e1
4172,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",http://ufcstats.com/fighter-details/b9706f80d005036c
4173,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989",http://ufcstats.com/fighter-details/260e9e0d4954aea6
4174,"5' 10""",185 lbs.,--,Orthodox,"Feb 14, 1978",http://ufcstats.com/fighter-details/6888e31ce88f5b17
4175,"5' 7""",145 lbs.,--,,"Oct 26, 1979",http://ufcstats.com/fighter-details/2e88f2030d8a928a
4176,"5' 9""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/0275e33febc2818c
4177,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985",http://ufcstats.com/fighter-details/fcd448a2fe1a23cc
4178,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 04, 1984",http://ufcstats.com/fighter-details/f9d0cae37dabfafc
4179,"6' 4""",265 lbs.,--,Orthodox,"May 01, 1970",http://ufcstats.com/fighter-details/39f68882def7a507
4180,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 08, 1989",http://ufcstats.com/fighter-details/454c1f0b638972ab
4181,"5' 7""",155 lbs.,--,,"Jan 26, 1987",http://ufcstats.com/fighter-details/34f93dfbd43b2144
4182,"6' 0""",185 lbs.,--,Orthodox,"Oct 17, 1975",http://ufcstats.com/fighter-details/15515e797aedc137
4183,"6' 1""",185 lbs.,--,Orthodox,"May 08, 1983",http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e
4184,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 23, 1991",http://ufcstats.com/fighter-details/0fb1e2694a39a02f
4185,"5' 9""",125 lbs.,--,Orthodox,"Dec 05, 1979",http://ufcstats.com/fighter-details/e363b21261814830
4186,"5' 6""",135 lbs.,"68""",Orthodox,"May 06, 1984",http://ufcstats.com/fighter-details/7c4ec656d8fcb867
4187,"5' 10""",185 lbs.,--,Orthodox,"Jul 14, 1974",http://ufcstats.com/fighter-details/445a98acb8985970
4188,"5' 3""",115 lbs.,"63""",Switch,"Jun 25, 1995",http://ufcstats.com/fighter-details/4959f10a62f3fec3
4189,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 26, 1979",http://ufcstats.com/fighter-details/fb8a3025ae722e64
4190,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 05, 1996",http://ufcstats.com/fighter-details/90b57b19d20e1969
4191,"6' 4""",265 lbs.,"78""",Southpaw,"Jul 19, 2000",http://ufcstats.com/fighter-details/d73a7c36746fbc5b
4192,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",http://ufcstats.com/fighter-details/e1248941344b3288
4193,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",http://ufcstats.com/fighter-details/6f81b6de2557739a
4194,"6' 7""",250 lbs.,"80""",Orthodox,"Oct 24, 1988",http://ufcstats.com/fighter-details/279566840aa55bf2
